70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|0|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|80|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|54
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|82|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
70|0|0
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|0|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|74|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|78|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|80|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
71|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|54
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|83|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
73|0|0
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|78|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
70|73|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|78|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
73|82|54
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|77|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
80|73|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
77|77|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
78|80|53
